agency_id,agency_name,services_offered,affiliated_clients,operating_regions,travel_partners,contact_email,phone_number,website
246,Réunion Women’s Soccer Travel,"Réunion women's club logistics, CAF Women's Champions League travel, Player scouting","Réunion Women's League clubs, African federations, FIFA scouts","Réunion Island, Africa, France","Hotels, Airlines, Soccer training academies",info@reunionwomenssoccertravel.com,+262 2 6543 321,https://www.reunionwomenssoccertravel.com
247,Galápagos Islands Soccer Travel,"Galápagos club logistics, Ecuadorian League travel, Youth development programs","Galápagos Premier League clubs, Ecuadorian teams, FIFA scouts","Galápagos Islands, Ecuador, South America","Hotels, Airlines, Soccer training academies",info@galapagossoccertravel.com,+593 2 6543 321,https://www.galapagossoccertravel.com
248,Azores Soccer Travel,"Azores club logistics, Portuguese Cup travel, Player scouting","Azores Football Association clubs, Portuguese leagues, FIFA scouts","Azores, Portugal, Europe","Hotels, Airlines, Soccer training academies",info@azoressoccertravel.com,+351 2 6543 321,https://www.azoressoccertravel.com
249,Falkland Islands Women’s Soccer Travel,"Falkland Islands women's club logistics, South American regional tournaments, Youth scouting","Falkland Islands Women's League clubs, South American leagues, FIFA scouts","Falkland Islands, Argentina, South America","Hotels, Airlines, Soccer training academies",info@falklandislandswomenssoccertravel.com,+500 2 6543 321,https://www.falklandislandswomenssoccertravel.com
250,Djerba Soccer Travel,"Djerba club logistics, Tunisian Ligue 1 qualifiers, Player scouting","Djerba Premier League clubs, Tunisian leagues, FIFA scouts","Djerba, Tunisia, Africa","Hotels, Airlines, Soccer training academies",info@djerbasoccertravel.com,+216 2 6543 321,https://www.djerbasoccertravel.com
251,Rapa Nui Soccer Travel,"Rapa Nui club logistics, Chilean Primera B qualifiers, Youth player scouting","Rapa Nui National League clubs, Chilean leagues, FIFA scouts","Rapa Nui (Easter Island), Chile, South America","Hotels, Airlines, Soccer training academies",info@rapanuisoccertravel.com,+56 2 6543 321,https://www.rapanuisoccertravel.com
252,Transylvania Soccer Travel,"Transylvania club logistics, Romanian Cup qualifiers, Youth development programs","Transylvania Premier League clubs, Romanian leagues, FIFA scouts","Transylvania, Romania, Europe","Hotels, Airlines, Soccer training academies",info@transylvaniasoccertravel.com,+40 2 6543 321,https://www.transylvaniasoccertravel.com
253,Sulawesi Soccer Travel,"Sulawesi club logistics, Indonesian Liga 1 qualifiers, Youth player scouting","Sulawesi Premier League clubs, Indonesian leagues, FIFA scouts","Sulawesi, Indonesia, Asia","Hotels, Airlines, Soccer training academies",info@sulawesisoccertravel.com,+62 2 6543 321,https://www.sulawesisoccertravel.com
254,Borneo Soccer Travel,"Borneo club logistics, Malaysian Super League travel, Player scouting","Borneo Premier League clubs, Malaysian leagues, FIFA scouts","Borneo, Malaysia, Asia","Hotels, Airlines, Soccer training academies",info@borneosoccertravel.com,+60 2 6543 321,https://www.borneosoccertravel.com
255,Amazonas Soccer Travel,"Amazonas club logistics, Brazilian Série B qualifiers, Youth development programs","Amazonas Football Association clubs, Brazilian leagues, FIFA scouts","Amazonas, Brazil, South America","Hotels, Airlines, Soccer training academies",info@amazonassoccertravel.com,+55 2 6543 321,https://www.amazonassoccertravel.com
256,Shetland Islands Soccer Travel,"Shetland Islands club logistics, Scottish League Two qualifiers, Youth scouting","Shetland Football Association clubs, Scottish leagues, FIFA scouts","Shetland Islands, Scotland, Europe","Hotels, Airlines, Soccer training academies",info@shetlandsoccertravel.com,+44 2 6543 321,https://www.shetlandsoccertravel.com
257,Socotra Youth Soccer Travel,"Socotra youth club logistics, Middle Eastern qualifiers, Youth soccer training programs","Socotra Youth League clubs, Yemeni leagues, FIFA scouts","Socotra, Yemen, Middle East","Hotels, Airlines, Soccer training academies",info@socotrayouthsoccertravel.com,+967 2 6543 321,https://www.socotrayouthsoccertravel.com
258,Vanuatu Women’s Soccer Travel,"Vanuatu women’s club logistics, OFC Women’s tournaments, Player scouting","Vanuatu Women's League clubs, Pacific teams, FIFA scouts","Vanuatu, Oceania, Australia","Hotels, Airlines, Soccer training academies",info@vanuatuwomenssoccertravel.com,+678 2 6543 321,https://www.vanuatuwomenssoccertravel.com
259,Tierra del Fuego Soccer Travel,"Tierra del Fuego club logistics, Argentine regional tournaments, Player scouting","Tierra del Fuego Football Association clubs, Argentinian leagues, FIFA scouts","Tierra del Fuego, Argentina, South America","Hotels, Airlines, Soccer training academies",info@tierradelfuegosoccertravel.com,+54 2 6543 321,https://www.tierradelfuegosoccertravel.com
260,Patagonia Soccer Travel,"Patagonia club logistics, Chilean and Argentine qualifiers, Youth soccer scouting","Patagonia National League clubs, South American leagues, FIFA scouts","Patagonia, Chile, Argentina, South America","Hotels, Airlines, Soccer training academies",info@patagoniasoccertravel.com,+56 2 6543 321,https://www.patagoniasoccertravel.com
261,Lapland Soccer Travel,"Lapland club logistics, Finnish Cup qualifiers, Youth development programs","Lapland Football Association clubs, Scandinavian leagues, FIFA scouts","Lapland, Finland, Europe","Hotels, Airlines, Soccer training academies",info@laplandsoccertravel.com,+358 2 6543 321,https://www.laplandsoccertravel.com
262,Kamchatka Soccer Travel,"Kamchatka club logistics, Russian lower league qualifiers, Player scouting","Kamchatka Football Association clubs, Russian leagues, FIFA scouts","Kamchatka, Russia, Asia","Hotels, Airlines, Soccer training academies",info@kamchatkasoccertravel.com,+7 2 6543 321,https://www.kamchatkasoccertravel.com
263,Sardinia Soccer Travel,"Sardinia club logistics, Italian Serie C qualifiers, Youth soccer scouting","Sardinia National League clubs, Italian leagues, FIFA scouts","Sardinia, Italy, Europe","Hotels, Airlines, Soccer training academies",info@sardiniasoccertravel.com,+39 2 6543 321,https://www.sardiniasoccertravel.com
264,Madagascar Women’s Soccer Travel,"Madagascar women’s club logistics, CAF Women’s tournaments, Player scouting","Madagascar Women's League clubs, African teams, FIFA scouts","Madagascar, Africa, France","Hotels, Airlines, Soccer training academies",info@madagascarwomenssoccertravel.com,+261 2 6543 321,https://www.madagascarwomenssoccertravel.com
265,Saint Kilda Soccer Travel,"Saint Kilda club logistics, Scottish lower league tournaments, Youth player scouting","Saint Kilda Football Association clubs, Scottish leagues, FIFA scouts","Saint Kilda, Scotland, Europe","Hotels, Airlines, Soccer training academies",info@saintkildasoccertravel.com,+44 2 6543 321,https://www.saintkildasoccertravel.com
266,Tasmania Soccer Travel,"Tasmania club logistics, A-League qualifiers, Youth scouting","Tasmania Premier League clubs, Australian leagues, FIFA scouts","Tasmania, Australia, Oceania","Hotels, Airlines, Soccer training academies",info@tasmaniasoccertravel.com,+61 2 6543 321,https://www.tasmaniasoccertravel.com
267,Corsica Soccer Travel,"Corsica club logistics, French lower league tournaments, Youth player scouting","Corsica Football Association clubs, French leagues, FIFA scouts","Corsica, France, Europe","Hotels, Airlines, Soccer training academies",info@corsicasoccertravel.com,+33 2 6543 321,https://www.corsicasoccertravel.com
268,Hainan Women’s Soccer Travel,"Hainan women’s club logistics, AFC Women’s tournaments, Player scouting","Hainan Women's League clubs, Asian teams, FIFA scouts","Hainan, China, Asia","Hotels, Airlines, Soccer training academies",info@hainanwomenssoccertravel.com,+86 2 6543 321,https://www.hainanwomenssoccertravel.com
269,Solomon Islands Youth Soccer Travel,"Solomon Islands youth club logistics, OFC youth tournaments, Player scouting","Solomon Islands Youth League clubs, Pacific teams, FIFA scouts","Solomon Islands, Oceania, Australia","Hotels, Airlines, Soccer training academies",info@solomonislandsyouthsoccertravel.com,+677 2 6543 321,https://www.solomonislandsyouthsoccertravel.com
270,French Guiana Youth Soccer Travel,"French Guiana youth club logistics, Concacaf youth tournaments, Player scouting","French Guiana Youth League clubs, Caribbean teams, FIFA scouts","French Guiana, Caribbean, South America","Hotels, Airlines, Soccer training academies",info@frenchguianayouthsoccertravel.com,+594 2 6543 321,https://www.frenchguianayouthsoccertravel.com
271,Mali Desert Soccer Travel,"Malian club logistics, CAF Champions League qualifiers, Youth soccer scouting","Mali Premier League clubs, African federations, FIFA scouts","Mali, North Africa, West Africa","Hotels, Airlines, Soccer training academies",info@malisoccertravel.com,+223 2 6543 321,https://www.malisoccertravel.com
272,Fiji Women's Soccer Travel,"Fiji women's club logistics, OFC Women's Nations Cup, Player scouting","Fiji Women's League clubs, Pacific teams, FIFA scouts","Fiji, Oceania, Australia","Hotels, Airlines, Soccer training academies",info@fijiwomenssoccertravel.com,+679 2 6543 321,https://www.fijiwomenssoccertravel.com
273,Sierra Leone Youth Soccer Travel,"Sierra Leone youth club logistics, West African qualifiers, Player scouting","Sierra Leone Youth League clubs, West African teams, FIFA scouts","Sierra Leone, West Africa, Africa","Hotels, Airlines, Soccer training academies",info@sierraleoneyouthsoccertravel.com,+232 2 6543 321,https://www.sierraleoneyouthsoccertravel.com
274,Baffin Island Soccer Travel,"Baffin Island club logistics, Arctic Cup, Youth development programs","Baffin Island Football Association clubs, Canadian leagues, FIFA scouts","Baffin Island, Canada, North America","Hotels, Airlines, Soccer training academies",info@baffinsoccertravel.com,+1 867 2 6543 321,https://www.baffinsoccertravel.com
275,Yemen Highlands Soccer Travel,"Yemeni club logistics, Middle Eastern qualifiers, Player scouting","Yemen Premier League clubs, Arabian Gulf teams, FIFA scouts","Yemen, Middle East, Asia","Hotels, Airlines, Soccer training academies",info@yemensoccertravel.com,+967 2 6543 321,https://www.yemensoccertravel.com
276,Comoros Soccer Travel,"Comoros club logistics, CAF regional tournaments, Youth soccer development","Comoros Premier League clubs, East African leagues, FIFA scouts","Comoros, Africa, France","Hotels, Airlines, Soccer training academies",info@comorossoccertravel.com,+269 2 6543 321,https://www.comorossoccertravel.com
277,Turkmenistan Women’s Soccer Travel,"Turkmenistan women's club logistics, AFC Women’s tournaments, Player scouting","Turkmenistan Women's League clubs, Asian federations, FIFA scouts","Turkmenistan, Central Asia, Middle East","Hotels, Airlines, Soccer training academies",info@turkmenistanwomenssoccertravel.com,+993 2 6543 321,https://www.turkmenistanwomenssoccertravel.com
278,South Sudan Youth Soccer Travel,"South Sudan youth club logistics, CAF U20 tournaments, Player scouting","South Sudan Youth League clubs, African teams, FIFA scouts","South Sudan, East Africa, Africa","Hotels, Airlines, Soccer training academies",info@southsudanyouthsoccertravel.com,+211 2 6543 321,https://www.southsudanyouthsoccertravel.com
279,Tonga Soccer Travel,"Tonga club logistics, OFC regional qualifiers, Youth soccer scouting","Tonga National League clubs, Pacific Islands leagues, FIFA scouts","Tonga, Oceania, Australia","Hotels, Airlines, Soccer training academies",info@tongasoccertravel.com,+676 2 6543 321,https://www.tongasoccertravel.com
280,Uzbekistan Desert Soccer Travel,"Uzbekistan club logistics, AFC Champions League qualifiers, Player scouting","Uzbekistan Premier League clubs, Central Asian leagues, FIFA scouts","Uzbekistan, Central Asia, Middle East","Hotels, Airlines, Soccer training academies",info@uzbekistansoccertravel.com,+998 2 6543 321,https://www.uzbekistansoccertravel.com
281,Andaman & Nicobar Soccer Travel,"Andaman club logistics, Indian Super League qualifiers, Youth player scouting","Andaman & Nicobar Football clubs, Indian leagues, FIFA scouts","Andaman & Nicobar Islands, India, Asia","Hotels, Airlines, Soccer training academies",info@andamansoccertravel.com,+91 2 6543 321,https://www.andamansoccertravel.com
282,Belize Jungle Soccer Travel,"Belize club logistics, Concacaf Nations League, Youth soccer scouting","Belize Premier League clubs, Caribbean leagues, FIFA scouts","Belize, Central America, Caribbean","Hotels, Airlines, Soccer training academies",info@belizesoccertravel.com,+501 2 6543 321,https://www.belizesoccertravel.com
283,Bhutan Soccer Travel,"Bhutan club logistics, AFC Asian Cup qualifiers, Youth development programs","Bhutan Premier League clubs, Asian leagues, FIFA scouts","Bhutan, South Asia, Asia","Hotels, Airlines, Soccer training academies",info@bhutansoccertravel.com,+975 2 6543 321,https://www.bhutansoccertravel.com
284,Gabon Rainforest Soccer Travel,"Gabon club logistics, CAF Champions League qualifiers, Youth player scouting","Gabon Premier League clubs, African federations, FIFA scouts","Gabon, Central Africa, Africa","Hotels, Airlines, Soccer training academies",info@gabonsoccertravel.com,+241 2 6543 321,https://www.gabonsoccertravel.com
285,Kiribati Soccer Travel,"Kiribati club logistics, OFC tournaments, Player scouting programs","Kiribati National League clubs, OFC teams, FIFA scouts","Kiribati, Pacific Islands, Oceania","Hotels, Airlines, Soccer training academies",info@kiribatisoccertravel.com,+686 2 6543 321,https://www.kiribatisoccertravel.com
